name	holdout_sharpe	holdout_ann	holdout_dd	composite	alpha_inf	beats_raw
regime mom_resid_vol sm20 w0.25 cg1.00 cb0.85 mn0.25 neu0.55 boostmid+low	0.3049	0.0180	-0.0994	0.3975	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.00 cb0.85 mn0.25 neu0.55 boostmid	0.3353	0.0197	-0.0951	0.4263	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.00 cb0.85 mn0.25 neu0.70 boostmid+low	0.3049	0.0180	-0.0994	0.3975	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.00 cb0.85 mn0.25 neu0.70 boostmid	0.3353	0.0197	-0.0951	0.4263	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.00 cb0.85 mn0.35 neu0.55 boostmid+low	0.5196	0.0333	-0.0954	0.6245	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.00 cb0.85 mn0.35 neu0.55 boostmid	0.5505	0.0349	-0.0915	0.6540	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.00 cb0.85 mn0.35 neu0.70 boostmid+low	0.5281	0.0340	-0.0952	0.6335	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.00 cb0.85 mn0.35 neu0.70 boostmid	0.5591	0.0356	-0.0912	0.6631	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.05 cb0.80 mn0.25 neu0.55 boostmid+low	0.4172	0.0250	-0.0891	0.5090	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.05 cb0.80 mn0.25 neu0.55 boostmid	0.4426	0.0262	-0.0858	0.5331	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.05 cb0.80 mn0.25 neu0.70 boostmid+low	0.4172	0.0250	-0.0891	0.5090	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.05 cb0.80 mn0.25 neu0.70 boostmid	0.4426	0.0262	-0.0858	0.5331	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.05 cb0.80 mn0.35 neu0.55 boostmid+low	0.6289	0.0402	-0.0869	0.7343	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.05 cb0.80 mn0.35 neu0.55 boostmid	0.6539	0.0413	-0.0844	0.7585	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.05 cb0.80 mn0.35 neu0.70 boostmid+low	0.6331	0.0405	-0.0866	0.7386	1.0000	False
regime mom_resid_vol sm20 w0.25 cg1.05 cb0.80 mn0.35 neu0.70 boostmid	0.6592	0.0417	-0.0841	0.7639	1.0000	False
regime mom_resid_vol sm20 w0.25 cg0.95 cb0.75 mn0.25 neu0.55 boostmid+low	0.5576	0.0368	-0.0925	0.6637	1.0000	False
regime mom_resid_vol sm20 w0.25 cg0.95 cb0.75 mn0.25 neu0.55 boostmid	0.5828	0.0379	-0.0891	0.6875	1.0000	False
regime mom_resid_vol sm20 w0.25 cg0.95 cb0.75 mn0.25 neu0.70 boostmid+low	0.5576	0.0368	-0.0925	0.6637	1.0000	False
regime mom_resid_vol sm20 w0.25 cg0.95 cb0.75 mn0.25 neu0.70 boostmid	0.5828	0.0379	-0.0891	0.6875	1.0000	False
regime mom_resid_vol sm20 w0.25 cg0.95 cb0.75 mn0.35 neu0.55 boostmid+low	0.7242	0.0499	-0.0916	0.8427	1.0000	False
regime mom_resid_vol sm20 w0.25 cg0.95 cb0.75 mn0.35 neu0.55 boostmid	0.7501	0.0510	-0.0890	0.8678	1.0000	False
regime mom_resid_vol sm20 w0.25 cg0.95 cb0.75 mn0.35 neu0.70 boostmid+low	0.7326	0.0505	-0.0914	0.8517	1.0000	False
regime mom_resid_vol sm20 w0.25 cg0.95 cb0.75 mn0.35 neu0.70 boostmid	0.7586	0.0517	-0.0887	0.8768	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.00 cb0.85 mn0.25 neu0.55 boostmid+low	0.1312	0.0064	-0.1043	0.2159	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.00 cb0.85 mn0.25 neu0.55 boostmid	0.1576	0.0080	-0.1003	0.2409	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.00 cb0.85 mn0.25 neu0.70 boostmid+low	0.1312	0.0064	-0.1043	0.2159	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.00 cb0.85 mn0.25 neu0.70 boostmid	0.1576	0.0080	-0.1003	0.2409	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.00 cb0.85 mn0.35 neu0.55 boostmid+low	0.3402	0.0206	-0.1006	0.4362	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.00 cb0.85 mn0.35 neu0.55 boostmid	0.3669	0.0221	-0.0970	0.4617	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.00 cb0.85 mn0.35 neu0.70 boostmid+low	0.3489	0.0212	-0.1004	0.4453	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.00 cb0.85 mn0.35 neu0.70 boostmid	0.3757	0.0227	-0.0967	0.4709	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.05 cb0.80 mn0.25 neu0.55 boostmid+low	0.2689	0.0151	-0.0949	0.3552	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.05 cb0.80 mn0.25 neu0.55 boostmid	0.2953	0.0165	-0.0913	0.3803	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.05 cb0.80 mn0.25 neu0.70 boostmid+low	0.2689	0.0151	-0.0949	0.3552	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.05 cb0.80 mn0.25 neu0.70 boostmid	0.2953	0.0165	-0.0913	0.3803	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.05 cb0.80 mn0.35 neu0.55 boostmid+low	0.4739	0.0292	-0.0923	0.5724	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.05 cb0.80 mn0.35 neu0.55 boostmid	0.5001	0.0305	-0.0890	0.5974	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.05 cb0.80 mn0.35 neu0.70 boostmid+low	0.4782	0.0295	-0.0920	0.5766	1.0000	False
regime mom_resid_vol sm20 w0.40 cg1.05 cb0.80 mn0.35 neu0.70 boostmid	0.5055	0.0309	-0.0886	0.6029	1.0000	False
regime mom_resid_vol sm20 w0.40 cg0.95 cb0.75 mn0.25 neu0.55 boostmid+low	0.3848	0.0241	-0.0976	0.4821	1.0000	False
regime mom_resid_vol sm20 w0.40 cg0.95 cb0.75 mn0.25 neu0.55 boostmid	0.4074	0.0252	-0.0942	0.5032	1.0000	False
regime mom_resid_vol sm20 w0.40 cg0.95 cb0.75 mn0.25 neu0.70 boostmid+low	0.3848	0.0241	-0.0976	0.4821	1.0000	False
regime mom_resid_vol sm20 w0.40 cg0.95 cb0.75 mn0.25 neu0.70 boostmid	0.4074	0.0252	-0.0942	0.5032	1.0000	False
regime mom_resid_vol sm20 w0.40 cg0.95 cb0.75 mn0.35 neu0.55 boostmid+low	0.5477	0.0363	-0.0969	0.6566	1.0000	False
regime mom_resid_vol sm20 w0.40 cg0.95 cb0.75 mn0.35 neu0.55 boostmid	0.5711	0.0374	-0.0942	0.6792	1.0000	False
regime mom_resid_vol sm20 w0.40 cg0.95 cb0.75 mn0.35 neu0.70 boostmid+low	0.5563	0.0369	-0.0966	0.6657	1.0000	False
regime mom_resid_vol sm20 w0.40 cg0.95 cb0.75 mn0.35 neu0.70 boostmid	0.5797	0.0381	-0.0939	0.6883	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.00 cb0.85 mn0.25 neu0.55 boostmid+low	-0.1709	-0.0122	-0.1064	-0.1033	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.00 cb0.85 mn0.25 neu0.55 boostmid	-0.1407	-0.0103	-0.1016	-0.0748	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.00 cb0.85 mn0.25 neu0.70 boostmid+low	-0.1709	-0.0122	-0.1064	-0.1033	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.00 cb0.85 mn0.25 neu0.70 boostmid	-0.1407	-0.0103	-0.1016	-0.0748	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.00 cb0.85 mn0.35 neu0.55 boostmid+low	0.0375	0.0004	-0.1013	0.1138	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.00 cb0.85 mn0.35 neu0.55 boostmid	0.0677	0.0023	-0.0987	0.1440	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.00 cb0.85 mn0.35 neu0.70 boostmid+low	0.0469	0.0010	-0.1010	0.1237	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.00 cb0.85 mn0.35 neu0.70 boostmid	0.0772	0.0029	-0.0984	0.1538	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.05 cb0.80 mn0.25 neu0.55 boostmid+low	0.0116	-0.0011	-0.0952	0.0819	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.05 cb0.80 mn0.25 neu0.55 boostmid	0.0331	0.0002	-0.0921	0.1024	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.05 cb0.80 mn0.25 neu0.70 boostmid+low	0.0116	-0.0011	-0.0952	0.0819	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.05 cb0.80 mn0.25 neu0.70 boostmid	0.0331	0.0002	-0.0921	0.1024	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.05 cb0.80 mn0.35 neu0.55 boostmid+low	0.2151	0.0115	-0.0929	0.2964	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.05 cb0.80 mn0.35 neu0.55 boostmid	0.2361	0.0127	-0.0901	0.3164	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.05 cb0.80 mn0.35 neu0.70 boostmid+low	0.2197	0.0118	-0.0926	0.3009	1.0000	False
regime mom_resid_vol sm20 w0.55 cg1.05 cb0.80 mn0.35 neu0.70 boostmid	0.2418	0.0131	-0.0897	0.3222	1.0000	False
regime mom_resid_vol sm20 w0.55 cg0.95 cb0.75 mn0.25 neu0.55 boostmid+low	0.1123	0.0052	-0.1020	0.1940	1.0000	False
regime mom_resid_vol sm20 w0.55 cg0.95 cb0.75 mn0.25 neu0.55 boostmid	0.1368	0.0067	-0.0974	0.2166	1.0000	False
regime mom_resid_vol sm20 w0.55 cg0.95 cb0.75 mn0.25 neu0.70 boostmid+low	0.1123	0.0052	-0.1020	0.1940	1.0000	False
regime mom_resid_vol sm20 w0.55 cg0.95 cb0.75 mn0.25 neu0.70 boostmid	0.1368	0.0067	-0.0974	0.2166	1.0000	False
regime mom_resid_vol sm20 w0.55 cg0.95 cb0.75 mn0.35 neu0.55 boostmid+low	0.2762	0.0162	-0.0967	0.3649	1.0000	False
regime mom_resid_vol sm20 w0.55 cg0.95 cb0.75 mn0.35 neu0.55 boostmid	0.3010	0.0178	-0.0948	0.3898	1.0000	False
regime mom_resid_vol sm20 w0.55 cg0.95 cb0.75 mn0.35 neu0.70 boostmid+low	0.2854	0.0168	-0.0962	0.3744	1.0000	False
regime mom_resid_vol sm20 w0.55 cg0.95 cb0.75 mn0.35 neu0.70 boostmid	0.3102	0.0184	-0.0945	0.3994	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.00 cb0.85 mn0.25 neu0.55 boostmid+low	0.1719	0.0090	-0.1001	0.2559	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.00 cb0.85 mn0.25 neu0.55 boostmid	0.2103	0.0113	-0.0966	0.2940	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.00 cb0.85 mn0.25 neu0.70 boostmid+low	0.1719	0.0090	-0.1001	0.2559	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.00 cb0.85 mn0.25 neu0.70 boostmid	0.2103	0.0113	-0.0966	0.2940	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.00 cb0.85 mn0.35 neu0.55 boostmid+low	0.3776	0.0229	-0.0962	0.4727	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.00 cb0.85 mn0.35 neu0.55 boostmid	0.4178	0.0252	-0.0933	0.5130	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.00 cb0.85 mn0.35 neu0.70 boostmid+low	0.3861	0.0235	-0.0960	0.4816	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.00 cb0.85 mn0.35 neu0.70 boostmid	0.4264	0.0258	-0.0931	0.5220	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.05 cb0.80 mn0.25 neu0.55 boostmid+low	0.2842	0.0159	-0.0915	0.3687	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.05 cb0.80 mn0.25 neu0.55 boostmid	0.3269	0.0183	-0.0884	0.4116	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.05 cb0.80 mn0.25 neu0.70 boostmid+low	0.2842	0.0159	-0.0915	0.3687	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.05 cb0.80 mn0.25 neu0.70 boostmid	0.3269	0.0183	-0.0884	0.4116	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.05 cb0.80 mn0.35 neu0.55 boostmid+low	0.4882	0.0299	-0.0915	0.5868	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.05 cb0.80 mn0.35 neu0.55 boostmid	0.5315	0.0323	-0.0888	0.6304	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.05 cb0.80 mn0.35 neu0.70 boostmid+low	0.4923	0.0302	-0.0912	0.5909	1.0000	False
regime mom_minus_vol sm16 w0.25 cg1.05 cb0.80 mn0.35 neu0.70 boostmid	0.5366	0.0327	-0.0885	0.6356	1.0000	False
regime mom_minus_vol sm16 w0.25 cg0.95 cb0.75 mn0.25 neu0.55 boostmid+low	0.4312	0.0271	-0.0961	0.5303	1.0000	False
regime mom_minus_vol sm16 w0.25 cg0.95 cb0.75 mn0.25 neu0.55 boostmid	0.4623	0.0287	-0.0930	0.5608	1.0000	False
regime mom_minus_vol sm16 w0.25 cg0.95 cb0.75 mn0.25 neu0.70 boostmid+low	0.4312	0.0271	-0.0961	0.5303	1.0000	False
regime mom_minus_vol sm16 w0.25 cg0.95 cb0.75 mn0.25 neu0.70 boostmid	0.4623	0.0287	-0.0930	0.5608	1.0000	False
regime mom_minus_vol sm16 w0.25 cg0.95 cb0.75 mn0.35 neu0.55 boostmid+low	0.5900	0.0390	-0.0958	0.7008	1.0000	False
regime mom_minus_vol sm16 w0.25 cg0.95 cb0.75 mn0.35 neu0.55 boostmid	0.6228	0.0407	-0.0930	0.7332	1.0000	False
regime mom_minus_vol sm16 w0.25 cg0.95 cb0.75 mn0.35 neu0.70 boostmid+low	0.5983	0.0396	-0.0956	0.7097	1.0000	False
regime mom_minus_vol sm16 w0.25 cg0.95 cb0.75 mn0.35 neu0.70 boostmid	0.6312	0.0413	-0.0928	0.7421	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.00 cb0.85 mn0.25 neu0.55 boostmid+low	-0.2265	-0.0148	-0.1014	-0.1653	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.00 cb0.85 mn0.25 neu0.55 boostmid	-0.1537	-0.0104	-0.0967	-0.0916	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.00 cb0.85 mn0.25 neu0.70 boostmid+low	-0.2265	-0.0148	-0.1014	-0.1653	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.00 cb0.85 mn0.25 neu0.70 boostmid	-0.1537	-0.0104	-0.0967	-0.0916	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.00 cb0.85 mn0.35 neu0.55 boostmid+low	-0.0266	-0.0034	-0.0990	0.0443	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.00 cb0.85 mn0.35 neu0.55 boostmid	0.0463	0.0010	-0.0945	0.1182	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.00 cb0.85 mn0.35 neu0.70 boostmid+low	-0.0170	-0.0028	-0.0987	0.0542	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.00 cb0.85 mn0.35 neu0.70 boostmid	0.0559	0.0016	-0.0942	0.1281	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.05 cb0.80 mn0.25 neu0.55 boostmid+low	-0.0622	-0.0052	-0.0917	0.0014	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.05 cb0.80 mn0.25 neu0.55 boostmid	-0.0055	-0.0019	-0.0884	0.0589	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.05 cb0.80 mn0.25 neu0.70 boostmid+low	-0.0622	-0.0052	-0.0917	0.0014	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.05 cb0.80 mn0.25 neu0.70 boostmid	-0.0055	-0.0019	-0.0884	0.0589	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.05 cb0.80 mn0.35 neu0.55 boostmid+low	0.1351	0.0063	-0.0909	0.2096	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.05 cb0.80 mn0.35 neu0.55 boostmid	0.1907	0.0096	-0.0878	0.2661	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.05 cb0.80 mn0.35 neu0.70 boostmid+low	0.1397	0.0066	-0.0906	0.2143	1.0000	False
regime mom_minus_vol sm16 w0.40 cg1.05 cb0.80 mn0.35 neu0.70 boostmid	0.1964	0.0099	-0.0874	0.2719	1.0000	False
regime mom_minus_vol sm16 w0.40 cg0.95 cb0.75 mn0.25 neu0.55 boostmid+low	0.0104	-0.0013	-0.0987	0.0831	1.0000	False
regime mom_minus_vol sm16 w0.40 cg0.95 cb0.75 mn0.25 neu0.55 boostmid	0.0720	0.0025	-0.0943	0.1453	1.0000	False
regime mom_minus_vol sm16 w0.40 cg0.95 cb0.75 mn0.25 neu0.70 boostmid+low	0.0104	-0.0013	-0.0987	0.0831	1.0000	False
regime mom_minus_vol sm16 w0.40 cg0.95 cb0.75 mn0.25 neu0.70 boostmid	0.0720	0.0025	-0.0943	0.1453	1.0000	False
regime mom_minus_vol sm16 w0.40 cg0.95 cb0.75 mn0.35 neu0.55 boostmid+low	0.1667	0.0086	-0.0960	0.2473	1.0000	False
regime mom_minus_vol sm16 w0.40 cg0.95 cb0.75 mn0.35 neu0.55 boostmid	0.2291	0.0125	-0.0925	0.3109	1.0000	False
regime mom_minus_vol sm16 w0.40 cg0.95 cb0.75 mn0.35 neu0.70 boostmid+low	0.1760	0.0092	-0.0958	0.2571	1.0000	False
regime mom_minus_vol sm16 w0.40 cg0.95 cb0.75 mn0.35 neu0.70 boostmid	0.2384	0.0131	-0.0923	0.3207	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.00 cb0.85 mn0.25 neu0.55 boostmid+low	-0.6431	-0.0337	-0.1110	-0.5936	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.00 cb0.85 mn0.25 neu0.55 boostmid	-0.6092	-0.0319	-0.1090	-0.5594	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.00 cb0.85 mn0.25 neu0.70 boostmid+low	-0.6431	-0.0337	-0.1110	-0.5936	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.00 cb0.85 mn0.25 neu0.70 boostmid	-0.6092	-0.0319	-0.1090	-0.5594	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.00 cb0.85 mn0.35 neu0.55 boostmid+low	-0.4402	-0.0247	-0.1091	-0.3831	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.00 cb0.85 mn0.35 neu0.55 boostmid	-0.4066	-0.0229	-0.1085	-0.3481	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.00 cb0.85 mn0.35 neu0.70 boostmid+low	-0.4289	-0.0241	-0.1086	-0.3716	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.00 cb0.85 mn0.35 neu0.70 boostmid	-0.3953	-0.0224	-0.1083	-0.3365	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.05 cb0.80 mn0.25 neu0.55 boostmid+low	-0.4638	-0.0246	-0.0988	-0.4144	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.05 cb0.80 mn0.25 neu0.55 boostmid	-0.4070	-0.0217	-0.0965	-0.3564	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.05 cb0.80 mn0.25 neu0.70 boostmid+low	-0.4638	-0.0246	-0.0988	-0.4144	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.05 cb0.80 mn0.25 neu0.70 boostmid	-0.4070	-0.0217	-0.0965	-0.3564	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.05 cb0.80 mn0.35 neu0.55 boostmid+low	-0.2647	-0.0155	-0.0985	-0.2062	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.05 cb0.80 mn0.35 neu0.55 boostmid	-0.2098	-0.0125	-0.0969	-0.1497	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.05 cb0.80 mn0.35 neu0.70 boostmid+low	-0.2590	-0.0152	-0.0982	-0.2006	1.0000	False
regime mom_minus_vol sm16 w0.55 cg1.05 cb0.80 mn0.35 neu0.70 boostmid	-0.2030	-0.0122	-0.0965	-0.1428	1.0000	False
regime mom_minus_vol sm16 w0.55 cg0.95 cb0.75 mn0.25 neu0.55 boostmid+low	-0.3797	-0.0220	-0.1124	-0.3175	1.0000	False
regime mom_minus_vol sm16 w0.55 cg0.95 cb0.75 mn0.25 neu0.55 boostmid	-0.3623	-0.0210	-0.1137	-0.2980	1.0000	False
regime mom_minus_vol sm16 w0.55 cg0.95 cb0.75 mn0.25 neu0.70 boostmid+low	-0.3797	-0.0220	-0.1124	-0.3175	1.0000	False
regime mom_minus_vol sm16 w0.55 cg0.95 cb0.75 mn0.25 neu0.70 boostmid	-0.3623	-0.0210	-0.1137	-0.2980	1.0000	False
regime mom_minus_vol sm16 w0.55 cg0.95 cb0.75 mn0.35 neu0.55 boostmid+low	-0.2205	-0.0140	-0.1094	-0.1524	1.0000	False
regime mom_minus_vol sm16 w0.55 cg0.95 cb0.75 mn0.35 neu0.55 boostmid	-0.2020	-0.0129	-0.1110	-0.1316	1.0000	False
regime mom_minus_vol sm16 w0.55 cg0.95 cb0.75 mn0.35 neu0.70 boostmid+low	-0.2097	-0.0134	-0.1090	-0.1414	1.0000	False
regime mom_minus_vol sm16 w0.55 cg0.95 cb0.75 mn0.35 neu0.70 boostmid	-0.1912	-0.0123	-0.1106	-0.1206	1.0000	False
