name	holdout_sharpe	holdout_ann	holdout_dd	composite	alpha_inf	beats_raw
regime mom_minus_vol sm18 w0.25 cg1.00 cb0.85 mn0.25 neu0.55 boostmid+low	0.2137	0.0118	-0.1026	0.3025	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.00 cb0.85 mn0.25 neu0.55 boostmid	0.2439	0.0136	-0.0989	0.3316	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.00 cb0.85 mn0.25 neu0.70 boostmid+low	0.2137	0.0118	-0.1026	0.3025	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.00 cb0.85 mn0.25 neu0.70 boostmid	0.2439	0.0136	-0.0989	0.3316	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.00 cb0.85 mn0.35 neu0.55 boostmid+low	0.4160	0.0258	-0.0989	0.5160	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.00 cb0.85 mn0.35 neu0.55 boostmid	0.4476	0.0276	-0.0955	0.5468	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.00 cb0.85 mn0.35 neu0.70 boostmid+low	0.4244	0.0264	-0.0987	0.5248	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.00 cb0.85 mn0.35 neu0.70 boostmid	0.4561	0.0282	-0.0953	0.5557	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.05 cb0.80 mn0.25 neu0.55 boostmid+low	0.3142	0.0181	-0.0932	0.4021	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.05 cb0.80 mn0.25 neu0.55 boostmid	0.3530	0.0202	-0.0894	0.4402	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.05 cb0.80 mn0.25 neu0.70 boostmid+low	0.3142	0.0181	-0.0932	0.4021	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.05 cb0.80 mn0.25 neu0.70 boostmid	0.3530	0.0202	-0.0894	0.4402	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.05 cb0.80 mn0.35 neu0.55 boostmid+low	0.5148	0.0321	-0.0916	0.6157	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.05 cb0.80 mn0.35 neu0.55 boostmid	0.5537	0.0342	-0.0888	0.6545	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.05 cb0.80 mn0.35 neu0.70 boostmid+low	0.5190	0.0324	-0.0913	0.6198	1.0000	False
regime mom_minus_vol sm18 w0.25 cg1.05 cb0.80 mn0.35 neu0.70 boostmid	0.5589	0.0346	-0.0885	0.6598	1.0000	False
regime mom_minus_vol sm18 w0.25 cg0.95 cb0.75 mn0.25 neu0.55 boostmid+low	0.4577	0.0293	-0.0968	0.5596	1.0000	False
regime mom_minus_vol sm18 w0.25 cg0.95 cb0.75 mn0.25 neu0.55 boostmid	0.4809	0.0304	-0.0939	0.5816	1.0000	False
regime mom_minus_vol sm18 w0.25 cg0.95 cb0.75 mn0.25 neu0.70 boostmid+low	0.4577	0.0293	-0.0968	0.5596	1.0000	False
regime mom_minus_vol sm18 w0.25 cg0.95 cb0.75 mn0.25 neu0.70 boostmid	0.4809	0.0304	-0.0939	0.5816	1.0000	False
regime mom_minus_vol sm18 w0.25 cg0.95 cb0.75 mn0.35 neu0.55 boostmid+low	0.6145	0.0413	-0.0965	0.7282	1.0000	False
regime mom_minus_vol sm18 w0.25 cg0.95 cb0.75 mn0.35 neu0.55 boostmid	0.6393	0.0424	-0.0939	0.7522	1.0000	False
regime mom_minus_vol sm18 w0.25 cg0.95 cb0.75 mn0.35 neu0.70 boostmid+low	0.6228	0.0420	-0.0963	0.7370	1.0000	False
regime mom_minus_vol sm18 w0.25 cg0.95 cb0.75 mn0.35 neu0.70 boostmid	0.6478	0.0431	-0.0937	0.7611	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.00 cb0.85 mn0.25 neu0.55 boostmid+low	-0.1846	-0.0126	-0.1081	-0.1161	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.00 cb0.85 mn0.25 neu0.55 boostmid	-0.1190	-0.0087	-0.1027	-0.0507	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.00 cb0.85 mn0.25 neu0.70 boostmid+low	-0.1846	-0.0126	-0.1081	-0.1161	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.00 cb0.85 mn0.25 neu0.70 boostmid	-0.1190	-0.0087	-0.1027	-0.0507	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.00 cb0.85 mn0.35 neu0.55 boostmid+low	0.0104	-0.0012	-0.1060	0.0886	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.00 cb0.85 mn0.35 neu0.55 boostmid	0.0761	0.0028	-0.1009	0.1545	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.00 cb0.85 mn0.35 neu0.70 boostmid+low	0.0197	-0.0007	-0.1058	0.0984	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.00 cb0.85 mn0.35 neu0.70 boostmid	0.0854	0.0034	-0.1006	0.1642	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.05 cb0.80 mn0.25 neu0.55 boostmid+low	-0.0357	-0.0038	-0.0983	0.0343	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.05 cb0.80 mn0.25 neu0.55 boostmid	0.0235	-0.0003	-0.0941	0.0938	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.05 cb0.80 mn0.25 neu0.70 boostmid+low	-0.0357	-0.0038	-0.0983	0.0343	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.05 cb0.80 mn0.25 neu0.70 boostmid	0.0235	-0.0003	-0.0941	0.0938	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.05 cb0.80 mn0.35 neu0.55 boostmid+low	0.1580	0.0078	-0.0968	0.2384	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.05 cb0.80 mn0.35 neu0.55 boostmid	0.2157	0.0112	-0.0928	0.2965	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.05 cb0.80 mn0.35 neu0.70 boostmid+low	0.1627	0.0080	-0.0965	0.2431	1.0000	False
regime mom_minus_vol sm18 w0.40 cg1.05 cb0.80 mn0.35 neu0.70 boostmid	0.2213	0.0116	-0.0925	0.3023	1.0000	False
regime mom_minus_vol sm18 w0.40 cg0.95 cb0.75 mn0.25 neu0.55 boostmid+low	0.0462	0.0009	-0.1091	0.1290	1.0000	False
regime mom_minus_vol sm18 w0.40 cg0.95 cb0.75 mn0.25 neu0.55 boostmid	0.1022	0.0044	-0.1050	0.1854	1.0000	False
regime mom_minus_vol sm18 w0.40 cg0.95 cb0.75 mn0.25 neu0.70 boostmid+low	0.0462	0.0009	-0.1091	0.1290	1.0000	False
regime mom_minus_vol sm18 w0.40 cg0.95 cb0.75 mn0.25 neu0.70 boostmid	0.1022	0.0044	-0.1050	0.1854	1.0000	False
regime mom_minus_vol sm18 w0.40 cg0.95 cb0.75 mn0.35 neu0.55 boostmid+low	0.1990	0.0108	-0.1068	0.2899	1.0000	False
regime mom_minus_vol sm18 w0.40 cg0.95 cb0.75 mn0.35 neu0.55 boostmid	0.2555	0.0144	-0.1030	0.3472	1.0000	False
regime mom_minus_vol sm18 w0.40 cg0.95 cb0.75 mn0.35 neu0.70 boostmid+low	0.2082	0.0114	-0.1066	0.2995	1.0000	False
regime mom_minus_vol sm18 w0.40 cg0.95 cb0.75 mn0.35 neu0.70 boostmid	0.2647	0.0150	-0.1027	0.3568	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.00 cb0.85 mn0.25 neu0.55 boostmid+low	-0.5565	-0.0298	-0.1140	-0.5008	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.00 cb0.85 mn0.25 neu0.55 boostmid	-0.5218	-0.0279	-0.1100	-0.4672	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.00 cb0.85 mn0.25 neu0.70 boostmid+low	-0.5565	-0.0298	-0.1140	-0.5008	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.00 cb0.85 mn0.25 neu0.70 boostmid	-0.5218	-0.0279	-0.1100	-0.4672	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.00 cb0.85 mn0.35 neu0.55 boostmid+low	-0.3612	-0.0208	-0.1121	-0.2980	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.00 cb0.85 mn0.35 neu0.55 boostmid	-0.3262	-0.0189	-0.1097	-0.2628	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.00 cb0.85 mn0.35 neu0.70 boostmid+low	-0.3504	-0.0203	-0.1118	-0.2868	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.00 cb0.85 mn0.35 neu0.70 boostmid	-0.3153	-0.0183	-0.1095	-0.2516	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.05 cb0.80 mn0.25 neu0.55 boostmid+low	-0.3784	-0.0206	-0.1009	-0.3234	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.05 cb0.80 mn0.25 neu0.55 boostmid	-0.3428	-0.0186	-0.0988	-0.2874	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.05 cb0.80 mn0.25 neu0.70 boostmid+low	-0.3784	-0.0206	-0.1009	-0.3234	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.05 cb0.80 mn0.25 neu0.70 boostmid	-0.3428	-0.0186	-0.0988	-0.2874	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.05 cb0.80 mn0.35 neu0.55 boostmid+low	-0.1852	-0.0114	-0.1014	-0.1206	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.05 cb0.80 mn0.35 neu0.55 boostmid	-0.1505	-0.0095	-0.0995	-0.0854	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.05 cb0.80 mn0.35 neu0.70 boostmid+low	-0.1800	-0.0111	-0.1011	-0.1153	1.0000	False
regime mom_minus_vol sm18 w0.55 cg1.05 cb0.80 mn0.35 neu0.70 boostmid	-0.1441	-0.0092	-0.0992	-0.0788	1.0000	False
regime mom_minus_vol sm18 w0.55 cg0.95 cb0.75 mn0.25 neu0.55 boostmid+low	-0.3102	-0.0185	-0.1120	-0.2448	1.0000	False
regime mom_minus_vol sm18 w0.55 cg0.95 cb0.75 mn0.25 neu0.55 boostmid	-0.2919	-0.0174	-0.1117	-0.2255	1.0000	False
regime mom_minus_vol sm18 w0.55 cg0.95 cb0.75 mn0.25 neu0.70 boostmid+low	-0.3102	-0.0185	-0.1120	-0.2448	1.0000	False
regime mom_minus_vol sm18 w0.55 cg0.95 cb0.75 mn0.25 neu0.70 boostmid	-0.2919	-0.0174	-0.1117	-0.2255	1.0000	False
regime mom_minus_vol sm18 w0.55 cg0.95 cb0.75 mn0.35 neu0.55 boostmid+low	-0.1561	-0.0105	-0.1103	-0.0839	1.0000	False
regime mom_minus_vol sm18 w0.55 cg0.95 cb0.75 mn0.35 neu0.55 boostmid	-0.1369	-0.0094	-0.1104	-0.0634	1.0000	False
regime mom_minus_vol sm18 w0.55 cg0.95 cb0.75 mn0.35 neu0.70 boostmid+low	-0.1457	-0.0100	-0.1100	-0.0731	1.0000	False
regime mom_minus_vol sm18 w0.55 cg0.95 cb0.75 mn0.35 neu0.70 boostmid	-0.1264	-0.0088	-0.1102	-0.0526	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.00 cb0.85 mn0.25 neu0.55 boostmid+low	0.1706	0.0091	-0.1035	0.2573	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.00 cb0.85 mn0.25 neu0.55 boostmid	0.2027	0.0110	-0.0993	0.2882	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.00 cb0.85 mn0.25 neu0.70 boostmid+low	0.1706	0.0091	-0.1035	0.2573	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.00 cb0.85 mn0.25 neu0.70 boostmid	0.2027	0.0110	-0.0993	0.2882	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.00 cb0.85 mn0.35 neu0.55 boostmid+low	0.3724	0.0231	-0.0999	0.4704	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.00 cb0.85 mn0.35 neu0.55 boostmid	0.4057	0.0250	-0.0960	0.5027	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.00 cb0.85 mn0.35 neu0.70 boostmid+low	0.3809	0.0237	-0.0996	0.4793	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.00 cb0.85 mn0.35 neu0.70 boostmid	0.4143	0.0256	-0.0958	0.5117	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.05 cb0.80 mn0.25 neu0.55 boostmid+low	0.2641	0.0149	-0.0934	0.3492	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.05 cb0.80 mn0.25 neu0.55 boostmid	0.2999	0.0170	-0.0898	0.3842	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.05 cb0.80 mn0.25 neu0.70 boostmid+low	0.2641	0.0149	-0.0934	0.3492	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.05 cb0.80 mn0.25 neu0.70 boostmid	0.2999	0.0170	-0.0898	0.3842	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.05 cb0.80 mn0.35 neu0.55 boostmid+low	0.4645	0.0289	-0.0917	0.5622	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.05 cb0.80 mn0.35 neu0.55 boostmid	0.5002	0.0309	-0.0886	0.5975	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.05 cb0.80 mn0.35 neu0.70 boostmid+low	0.4690	0.0292	-0.0913	0.5667	1.0000	False
regime mom_minus_vol sm20 w0.25 cg1.05 cb0.80 mn0.35 neu0.70 boostmid	0.5056	0.0313	-0.0882	0.6030	1.0000	False
regime mom_minus_vol sm20 w0.25 cg0.95 cb0.75 mn0.25 neu0.55 boostmid+low	0.4161	0.0266	-0.0970	0.5155	1.0000	False
regime mom_minus_vol sm20 w0.25 cg0.95 cb0.75 mn0.25 neu0.55 boostmid	0.4430	0.0280	-0.0934	0.5410	1.0000	False
regime mom_minus_vol sm20 w0.25 cg0.95 cb0.75 mn0.25 neu0.70 boostmid+low	0.4161	0.0266	-0.0970	0.5155	1.0000	False
regime mom_minus_vol sm20 w0.25 cg0.95 cb0.75 mn0.25 neu0.70 boostmid	0.4430	0.0280	-0.0934	0.5410	1.0000	False
regime mom_minus_vol sm20 w0.25 cg0.95 cb0.75 mn0.35 neu0.55 boostmid+low	0.5734	0.0386	-0.0968	0.6846	1.0000	False
regime mom_minus_vol sm20 w0.25 cg0.95 cb0.75 mn0.35 neu0.55 boostmid	0.6016	0.0401	-0.0935	0.7118	1.0000	False
regime mom_minus_vol sm20 w0.25 cg0.95 cb0.75 mn0.35 neu0.70 boostmid+low	0.5817	0.0393	-0.0966	0.6935	1.0000	False
regime mom_minus_vol sm20 w0.25 cg0.95 cb0.75 mn0.35 neu0.70 boostmid	0.6101	0.0407	-0.0932	0.7207	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.00 cb0.85 mn0.25 neu0.55 boostmid+low	-0.2824	-0.0188	-0.1091	-0.2193	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.00 cb0.85 mn0.25 neu0.55 boostmid	-0.2143	-0.0145	-0.1031	-0.1515	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.00 cb0.85 mn0.25 neu0.70 boostmid+low	-0.2824	-0.0188	-0.1091	-0.2193	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.00 cb0.85 mn0.25 neu0.70 boostmid	-0.2143	-0.0145	-0.1031	-0.1515	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.00 cb0.85 mn0.35 neu0.55 boostmid+low	-0.0888	-0.0075	-0.1072	-0.0159	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.00 cb0.85 mn0.35 neu0.55 boostmid	-0.0205	-0.0032	-0.1011	0.0521	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.00 cb0.85 mn0.35 neu0.70 boostmid+low	-0.0794	-0.0069	-0.1070	-0.0062	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.00 cb0.85 mn0.35 neu0.70 boostmid	-0.0111	-0.0026	-0.1009	0.0619	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.05 cb0.80 mn0.25 neu0.55 boostmid+low	-0.1355	-0.0098	-0.1008	-0.0697	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.05 cb0.80 mn0.25 neu0.55 boostmid	-0.0704	-0.0058	-0.0954	-0.0047	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.05 cb0.80 mn0.25 neu0.70 boostmid+low	-0.1355	-0.0098	-0.1008	-0.0697	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.05 cb0.80 mn0.25 neu0.70 boostmid	-0.0704	-0.0058	-0.0954	-0.0047	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.05 cb0.80 mn0.35 neu0.55 boostmid+low	0.0592	0.0018	-0.0995	0.1356	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.05 cb0.80 mn0.35 neu0.55 boostmid	0.1226	0.0057	-0.0943	0.1990	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.05 cb0.80 mn0.35 neu0.70 boostmid+low	0.0641	0.0021	-0.0991	0.1405	1.0000	False
regime mom_minus_vol sm20 w0.40 cg1.05 cb0.80 mn0.35 neu0.70 boostmid	0.1284	0.0060	-0.0940	0.2049	1.0000	False
regime mom_minus_vol sm20 w0.40 cg0.95 cb0.75 mn0.25 neu0.55 boostmid+low	-0.0487	-0.0052	-0.1112	0.0295	1.0000	False
regime mom_minus_vol sm20 w0.40 cg0.95 cb0.75 mn0.25 neu0.55 boostmid	0.0066	-0.0016	-0.1059	0.0844	1.0000	False
regime mom_minus_vol sm20 w0.40 cg0.95 cb0.75 mn0.25 neu0.70 boostmid+low	-0.0487	-0.0052	-0.1112	0.0295	1.0000	False
regime mom_minus_vol sm20 w0.40 cg0.95 cb0.75 mn0.25 neu0.70 boostmid	0.0066	-0.0016	-0.1059	0.0844	1.0000	False
regime mom_minus_vol sm20 w0.40 cg0.95 cb0.75 mn0.35 neu0.55 boostmid+low	0.1049	0.0048	-0.1090	0.1914	1.0000	False
regime mom_minus_vol sm20 w0.40 cg0.95 cb0.75 mn0.35 neu0.55 boostmid	0.1608	0.0084	-0.1040	0.2472	1.0000	False
regime mom_minus_vol sm20 w0.40 cg0.95 cb0.75 mn0.35 neu0.70 boostmid+low	0.1141	0.0054	-0.1087	0.2010	1.0000	False
regime mom_minus_vol sm20 w0.40 cg0.95 cb0.75 mn0.35 neu0.70 boostmid	0.1700	0.0090	-0.1037	0.2568	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.00 cb0.85 mn0.25 neu0.55 boostmid+low	-0.7493	-0.0406	-0.1261	-0.6953	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.00 cb0.85 mn0.25 neu0.55 boostmid	-0.6840	-0.0371	-0.1198	-0.6313	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.00 cb0.85 mn0.25 neu0.70 boostmid+low	-0.7493	-0.0406	-0.1261	-0.6953	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.00 cb0.85 mn0.25 neu0.70 boostmid	-0.6840	-0.0371	-0.1198	-0.6313	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.00 cb0.85 mn0.35 neu0.55 boostmid+low	-0.5509	-0.0317	-0.1231	-0.4902	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.00 cb0.85 mn0.35 neu0.55 boostmid	-0.4869	-0.0281	-0.1169	-0.4273	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.00 cb0.85 mn0.35 neu0.70 boostmid+low	-0.5400	-0.0311	-0.1230	-0.4789	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.00 cb0.85 mn0.35 neu0.70 boostmid	-0.4760	-0.0276	-0.1167	-0.4161	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.05 cb0.80 mn0.25 neu0.55 boostmid+low	-0.5355	-0.0293	-0.1067	-0.4849	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.05 cb0.80 mn0.25 neu0.55 boostmid	-0.4793	-0.0263	-0.1010	-0.4298	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.05 cb0.80 mn0.25 neu0.70 boostmid+low	-0.5355	-0.0293	-0.1067	-0.4849	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.05 cb0.80 mn0.25 neu0.70 boostmid	-0.4793	-0.0263	-0.1010	-0.4298	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.05 cb0.80 mn0.35 neu0.55 boostmid+low	-0.3398	-0.0202	-0.1045	-0.2816	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.05 cb0.80 mn0.35 neu0.55 boostmid	-0.2853	-0.0172	-0.1009	-0.2268	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.05 cb0.80 mn0.35 neu0.70 boostmid+low	-0.3342	-0.0199	-0.1042	-0.2760	1.0000	False
regime mom_minus_vol sm20 w0.55 cg1.05 cb0.80 mn0.35 neu0.70 boostmid	-0.2787	-0.0168	-0.1006	-0.2201	1.0000	False
regime mom_minus_vol sm20 w0.55 cg0.95 cb0.75 mn0.25 neu0.55 boostmid+low	-0.5236	-0.0309	-0.1195	-0.4648	1.0000	False
regime mom_minus_vol sm20 w0.55 cg0.95 cb0.75 mn0.25 neu0.55 boostmid	-0.4739	-0.0279	-0.1158	-0.4150	1.0000	False
regime mom_minus_vol sm20 w0.55 cg0.95 cb0.75 mn0.25 neu0.70 boostmid+low	-0.5236	-0.0309	-0.1195	-0.4648	1.0000	False
regime mom_minus_vol sm20 w0.55 cg0.95 cb0.75 mn0.25 neu0.70 boostmid	-0.4739	-0.0279	-0.1158	-0.4150	1.0000	False
regime mom_minus_vol sm20 w0.55 cg0.95 cb0.75 mn0.35 neu0.55 boostmid+low	-0.3653	-0.0229	-0.1164	-0.3009	1.0000	False
regime mom_minus_vol sm20 w0.55 cg0.95 cb0.75 mn0.35 neu0.55 boostmid	-0.3154	-0.0200	-0.1139	-0.2499	1.0000	False
regime mom_minus_vol sm20 w0.55 cg0.95 cb0.75 mn0.35 neu0.70 boostmid+low	-0.3547	-0.0223	-0.1162	-0.2900	1.0000	False
regime mom_minus_vol sm20 w0.55 cg0.95 cb0.75 mn0.35 neu0.70 boostmid	-0.3048	-0.0194	-0.1137	-0.2390	1.0000	False
